"datasets/ontologies/model(BigModel(toOntology).csv 0).ttl",,,,,
10,96,4,10,24,iterative_full_theseus_training|iterative_full_theseus
10,98,10,10,24,iterative_full_theseus_training|iterative_full_theseus
11,29,3,10,24,iterative_full_theseus_training|iterative_full_theseus
11,40,9,10,24,iterative_full_theseus_training|iterative_full_theseus
11,80,4,10,24,iterative_full_theseus_training|iterative_full_theseus
12,18,1,10,24,iterative_full_theseus_training|iterative_full_theseus
12,26,3,10,24,iterative_full_theseus_training|iterative_full_theseus
12,42,5,10,24,iterative_full_theseus_training|iterative_full_theseus
12,57,9,10,24,iterative_full_theseus_training|iterative_full_theseus
12,84,1,10,24,iterative_full_theseus_training|iterative_full_theseus
12,94,1,10,24,iterative_full_theseus_training|iterative_full_theseus
13,94,1,10,24,iterative_full_theseus_training|iterative_full_theseus
13,103,9,10,24,iterative_full_theseus_training|iterative_full_theseus
14,15,10,10,24,iterative_full_theseus_training|iterative_full_theseus
14,102,9,10,24,iterative_full_theseus_training|iterative_full_theseus
15,1,1,10,24,iterative_full_theseus_training|iterative_full_theseus
15,29,8,10,24,iterative_full_theseus_training|iterative_full_theseus
15,96,10,10,24,iterative_full_theseus_training|iterative_full_theseus
15,98,1,10,24,iterative_full_theseus_training|iterative_full_theseus
16,22,9,10,24,iterative_full_theseus_training|iterative_full_theseus
16,28,1,10,24,iterative_full_theseus_training|iterative_full_theseus
16,32,1,10,24,iterative_full_theseus_training|iterative_full_theseus
16,91,9,10,24,iterative_full_theseus_training|iterative_full_theseus
17,5,2,10,24,iterative_full_theseus_training|iterative_full_theseus
17,31,2,10,24,iterative_full_theseus_training|iterative_full_theseus
17,33,1,10,24,iterative_full_theseus_training|iterative_full_theseus
17,82,7,10,24,iterative_full_theseus_training|iterative_full_theseus
17,103,1,10,24,iterative_full_theseus_training|iterative_full_theseus
18,3,5,10,24,iterative_full_theseus_training|iterative_full_theseus
18,10,1,10,24,iterative_full_theseus_training|iterative_full_theseus
18,15,1,10,24,iterative_full_theseus_training|iterative_full_theseus
18,19,2,10,24,iterative_full_theseus_training|iterative_full_theseus
18,37,3,10,24,iterative_full_theseus_training|iterative_full_theseus
18,38,1,10,24,iterative_full_theseus_training|iterative_full_theseus
19,3,3,10,24,iterative_full_theseus_training|iterative_full_theseus
19,11,8,10,24,iterative_full_theseus_training|iterative_full_theseus
19,20,1,10,24,iterative_full_theseus_training|iterative_full_theseus
19,24,2,10,24,iterative_full_theseus_training|iterative_full_theseus
19,35,5,10,24,iterative_full_theseus_training|iterative_full_theseus
19,55,1,10,24,iterative_full_theseus_training|iterative_full_theseus
20,21,1,10,24,iterative_full_theseus_training|iterative_full_theseus
20,74,1,10,24,iterative_full_theseus_training|iterative_full_theseus
20,75,1,10,24,iterative_full_theseus_training|iterative_full_theseus
20,96,2,10,24,iterative_full_theseus_training|iterative_full_theseus
20,98,3,10,24,iterative_full_theseus_training|iterative_full_theseus
21,19,1,10,24,iterative_full_theseus_training|iterative_full_theseus
21,37,2,10,24,iterative_full_theseus_training|iterative_full_theseus
21,51,2,10,24,iterative_full_theseus_training|iterative_full_theseus
21,66,1,10,24,iterative_full_theseus_training|iterative_full_theseus
21,81,2,10,24,iterative_full_theseus_training|iterative_full_theseus
21,99,2,10,24,iterative_full_theseus_training|iterative_full_theseus
22,49,1,10,24,iterative_full_theseus_training|iterative_full_theseus
22,53,1,10,24,iterative_full_theseus_training|iterative_full_theseus
22,87,4,10,24,iterative_full_theseus_training|iterative_full_theseus
23,18,3,10,24,iterative_full_theseus_training|iterative_full_theseus
23,46,1,10,24,iterative_full_theseus_training|iterative_full_theseus
23,105,1,10,24,iterative_full_theseus_training|iterative_full_theseus
23,110,1,10,24,iterative_full_theseus_training|iterative_full_theseus
24,23,2,10,24,iterative_full_theseus_training|iterative_full_theseus
24,31,2,10,24,iterative_full_theseus_training|iterative_full_theseus
24,55,1,10,24,iterative_full_theseus_training|iterative_full_theseus
24,58,1,10,24,iterative_full_theseus_training|iterative_full_theseus
24,93,1,10,24,iterative_full_theseus_training|iterative_full_theseus
25,112,1,10,24,iterative_full_theseus_training|iterative_full_theseus
26,28,1,10,24,iterative_full_theseus_training|iterative_full_theseus
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 32).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,9,1,10,32,BERT_theseus_training|BERT_theseus
0,14,1,10,32,BERT_theseus_training|BERT_theseus
0,42,4,10,32,BERT_theseus_training|BERT_theseus
0,44,1,10,32,BERT_theseus_training|BERT_theseus
0,45,2,10,32,BERT_theseus_training|BERT_theseus
0,52,1,10,32,BERT_theseus_training|BERT_theseus
0,78,1,10,32,BERT_theseus_training|BERT_theseus
0,108,1,10,32,BERT_theseus_training|BERT_theseus
0,131,1,10,32,BERT_theseus_training|BERT_theseus
0,132,1,10,32,BERT_theseus_training|BERT_theseus
1,41,1,10,32,BERT_theseus_training|BERT_theseus
1,64,1,10,32,BERT_theseus_training|BERT_theseus
1,86,1,10,32,BERT_theseus_training|BERT_theseus
1,111,2,10,32,BERT_theseus_training|BERT_theseus
1,137,2,10,32,BERT_theseus_training|BERT_theseus
1,154,4,10,32,BERT_theseus_training|BERT_theseus
1,162,5,10,32,BERT_theseus_training|BERT_theseus
1,164,3,10,32,BERT_theseus_training|BERT_theseus
2,5,1,10,32,BERT_theseus_training|BERT_theseus
2,38,1,10,32,BERT_theseus_training|BERT_theseus
2,93,1,10,32,BERT_theseus_training|BERT_theseus
2,97,1,10,32,BERT_theseus_training|BERT_theseus
2,146,1,10,32,BERT_theseus_training|BERT_theseus
3,2,1,10,32,BERT_theseus_training|BERT_theseus
3,23,1,10,32,BERT_theseus_training|BERT_theseus
3,68,1,10,32,BERT_theseus_training|BERT_theseus
3,69,5,10,32,BERT_theseus_training|BERT_theseus
3,92,1,10,32,BERT_theseus_training|BERT_theseus
3,161,1,10,32,BERT_theseus_training|BERT_theseus
4,6,8,10,32,BERT_theseus_training|BERT_theseus
4,58,1,10,32,BERT_theseus_training|BERT_theseus
4,142,6,10,32,BERT_theseus_training|BERT_theseus
4,170,1,10,32,BERT_theseus_training|BERT_theseus
5,21,2,10,32,BERT_theseus_training|BERT_theseus
5,96,7,10,32,BERT_theseus_training|BERT_theseus
5,147,1,10,32,BERT_theseus_training|BERT_theseus
6,23,7,10,32,BERT_theseus_training|BERT_theseus
6,100,1,10,32,BERT_theseus_training|BERT_theseus
6,160,1,10,32,BERT_theseus_training|BERT_theseus
6,166,8,10,32,BERT_theseus_training|BERT_theseus
7,25,7,10,32,BERT_theseus_training|BERT_theseus
7,47,2,10,32,BERT_theseus_training|BERT_theseus
7,121,1,10,32,BERT_theseus_training|BERT_theseus
7,151,1,10,32,BERT_theseus_training|BERT_theseus
8,9,1,10,32,BERT_theseus_training|BERT_theseus
9,78,2,10,32,BERT_theseus_training|BERT_theseus
9,143,1,10,32,BERT_theseus_training|BERT_theseus
10,66,1,10,32,BERT_theseus_training|BERT_theseus
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 33).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,9,2,10,33,BERT_theseus_training|BERT_theseus
0,24,6,10,33,BERT_theseus_training|BERT_theseus
0,26,3,10,33,BERT_theseus_training|BERT_theseus
0,43,2,10,33,BERT_theseus_training|BERT_theseus
0,49,1,10,33,BERT_theseus_training|BERT_theseus
0,54,1,10,33,BERT_theseus_training|BERT_theseus
0,64,1,10,33,BERT_theseus_training|BERT_theseus
0,92,1,10,33,BERT_theseus_training|BERT_theseus
0,147,1,10,33,BERT_theseus_training|BERT_theseus
0,168,1,10,33,BERT_theseus_training|BERT_theseus
1,11,1,10,33,BERT_theseus_training|BERT_theseus
1,16,1,10,33,BERT_theseus_training|BERT_theseus
1,21,3,10,33,BERT_theseus_training|BERT_theseus
1,36,1,10,33,BERT_theseus_training|BERT_theseus
1,47,1,10,33,BERT_theseus_training|BERT_theseus
1,92,1,10,33,BERT_theseus_training|BERT_theseus
1,108,4,10,33,BERT_theseus_training|BERT_theseus
2,79,7,10,33,BERT_theseus_training|BERT_theseus
2,130,1,10,33,BERT_theseus_training|BERT_theseus
2,140,8,10,33,BERT_theseus_training|BERT_theseus
2,173,1,10,33,BERT_theseus_training|BERT_theseus
3,31,1,10,33,BERT_theseus_training|BERT_theseus
3,65,2,10,33,BERT_theseus_training|BERT_theseus
3,94,1,10,33,BERT_theseus_training|BERT_theseus
3,101,1,10,33,BERT_theseus_training|BERT_theseus
3,111,1,10,33,BERT_theseus_training|BERT_theseus
3,124,1,10,33,BERT_theseus_training|BERT_theseus
3,175,2,10,33,BERT_theseus_training|BERT_theseus
4,53,1,10,33,BERT_theseus_training|BERT_theseus
4,64,1,10,33,BERT_theseus_training|BERT_theseus
4,115,2,10,33,BERT_theseus_training|BERT_theseus
4,127,8,10,33,BERT_theseus_training|BERT_theseus
4,170,1,10,33,BERT_theseus_training|BERT_theseus
5,53,6,10,33,BERT_theseus_training|BERT_theseus
5,57,2,10,33,BERT_theseus_training|BERT_theseus
5,65,1,10,33,BERT_theseus_training|BERT_theseus
5,77,1,10,33,BERT_theseus_training|BERT_theseus
5,102,1,10,33,BERT_theseus_training|BERT_theseus
5,154,1,10,33,BERT_theseus_training|BERT_theseus
5,169,1,10,33,BERT_theseus_training|BERT_theseus
6,2,1,10,33,BERT_theseus_training|BERT_theseus
6,80,3,10,33,BERT_theseus_training|BERT_theseus
6,90,5,10,33,BERT_theseus_training|BERT_theseus
6,119,4,10,33,BERT_theseus_training|BERT_theseus
6,156,1,10,33,BERT_theseus_training|BERT_theseus
7,54,1,10,33,BERT_theseus_training|BERT_theseus
7,67,3,10,33,BERT_theseus_training|BERT_theseus
7,146,6,10,33,BERT_theseus_training|BERT_theseus
7,169,1,10,33,BERT_theseus_training|BERT_theseus
8,36,1,10,33,BERT_theseus_training|BERT_theseus
9,59,4,10,33,BERT_theseus_training|BERT_theseus
9,135,1,10,33,BERT_theseus_training|BERT_theseus
10,187,2,10,33,BERT_theseus_training|BERT_theseus
10,189,1,10,33,BERT_theseus_training|BERT_theseus
11,140,2,10,33,BERT_theseus_training|BERT_theseus
13,79,1,10,33,BERT_theseus_training|BERT_theseus
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 34).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,29,4,10,34,BERT_theseus_training|BERT_theseus
0,35,2,10,34,BERT_theseus_training|BERT_theseus
0,47,1,10,34,BERT_theseus_training|BERT_theseus
0,48,1,10,34,BERT_theseus_training|BERT_theseus
0,66,1,10,34,BERT_theseus_training|BERT_theseus
0,106,1,10,34,BERT_theseus_training|BERT_theseus
0,126,6,10,34,BERT_theseus_training|BERT_theseus
0,138,1,10,34,BERT_theseus_training|BERT_theseus
0,146,1,10,34,BERT_theseus_training|BERT_theseus
1,5,3,10,34,BERT_theseus_training|BERT_theseus
1,9,1,10,34,BERT_theseus_training|BERT_theseus
1,23,1,10,34,BERT_theseus_training|BERT_theseus
1,46,1,10,34,BERT_theseus_training|BERT_theseus
1,82,1,10,34,BERT_theseus_training|BERT_theseus
1,88,1,10,34,BERT_theseus_training|BERT_theseus
1,149,1,10,34,BERT_theseus_training|BERT_theseus
1,174,1,10,34,BERT_theseus_training|BERT_theseus
2,24,1,10,34,BERT_theseus_training|BERT_theseus
2,41,1,10,34,BERT_theseus_training|BERT_theseus
2,56,1,10,34,BERT_theseus_training|BERT_theseus
2,61,3,10,34,BERT_theseus_training|BERT_theseus
2,69,3,10,34,BERT_theseus_training|BERT_theseus
2,99,1,10,34,BERT_theseus_training|BERT_theseus
2,105,1,10,34,BERT_theseus_training|BERT_theseus
2,113,7,10,34,BERT_theseus_training|BERT_theseus
2,136,1,10,34,BERT_theseus_training|BERT_theseus
3,12,3,10,34,BERT_theseus_training|BERT_theseus
3,14,1,10,34,BERT_theseus_training|BERT_theseus
3,55,4,10,34,BERT_theseus_training|BERT_theseus
3,86,3,10,34,BERT_theseus_training|BERT_theseus
3,95,1,10,34,BERT_theseus_training|BERT_theseus
3,114,2,10,34,BERT_theseus_training|BERT_theseus
3,143,1,10,34,BERT_theseus_training|BERT_theseus
3,156,1,10,34,BERT_theseus_training|BERT_theseus
3,162,1,10,34,BERT_theseus_training|BERT_theseus
3,176,3,10,34,BERT_theseus_training|BERT_theseus
4,34,1,10,34,BERT_theseus_training|BERT_theseus
4,37,3,10,34,BERT_theseus_training|BERT_theseus
4,82,1,10,34,BERT_theseus_training|BERT_theseus
4,128,1,10,34,BERT_theseus_training|BERT_theseus
5,74,1,10,34,BERT_theseus_training|BERT_theseus
5,126,8,10,34,BERT_theseus_training|BERT_theseus
5,142,1,10,34,BERT_theseus_training|BERT_theseus
6,78,1,10,34,BERT_theseus_training|BERT_theseus
6,117,8,10,34,BERT_theseus_training|BERT_theseus
6,151,1,10,34,BERT_theseus_training|BERT_theseus
7,60,1,10,34,BERT_theseus_training|BERT_theseus
7,132,1,10,34,BERT_theseus_training|BERT_theseus
7,176,5,10,34,BERT_theseus_training|BERT_theseus
8,110,3,10,34,BERT_theseus_training|BERT_theseus
9,161,2,10,34,BERT_theseus_training|BERT_theseus
10,37,1,10,34,BERT_theseus_training|BERT_theseus
10,113,2,10,34,BERT_theseus_training|BERT_theseus
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 35).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
22,108,1,10,35,DAIS_training|DAIS
22,117,1,10,35,DAIS_training|DAIS
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 36).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
24,187,1,10,36,DAIS_training|DAIS
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 37).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
,,,,,
"datasets/ontologies/random_model (0).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,4,1,10,0,RandomConnections
0,11,1,10,0,RandomConnections
0,22,1,10,0,RandomConnections
0,42,1,10,0,RandomConnections
0,54,1,10,0,RandomConnections
0,68,1,10,0,RandomConnections
0,83,1,10,0,RandomConnections
0,91,1,10,0,RandomConnections
0,97,1,10,0,RandomConnections
0,105,1,10,0,RandomConnections
0,111,1,10,0,RandomConnections
0,115,1,10,0,RandomConnections
0,116,1,10,0,RandomConnections
0,126,1,10,0,RandomConnections
0,149,1,10,0,RandomConnections
0,152,1,10,0,RandomConnections
0,156,1,10,0,RandomConnections
0,158,1,10,0,RandomConnections
0,174,1,10,0,RandomConnections
1,27,1,10,0,RandomConnections
1,37,2,10,0,RandomConnections
1,77,1,10,0,RandomConnections
1,85,1,10,0,RandomConnections
1,89,2,10,0,RandomConnections
1,96,1,10,0,RandomConnections
1,105,1,10,0,RandomConnections
1,118,1,10,0,RandomConnections
1,129,1,10,0,RandomConnections
1,132,1,10,0,RandomConnections
1,147,1,10,0,RandomConnections
1,157,1,10,0,RandomConnections
1,164,1,10,0,RandomConnections
1,169,1,10,0,RandomConnections
2,7,1,10,0,RandomConnections
2,11,1,10,0,RandomConnections
2,24,1,10,0,RandomConnections
2,26,1,10,0,RandomConnections
2,36,1,10,0,RandomConnections
2,39,1,10,0,RandomConnections
2,52,1,10,0,RandomConnections
2,53,2,10,0,RandomConnections
2,59,1,10,0,RandomConnections
2,91,1,10,0,RandomConnections
2,100,1,10,0,RandomConnections
2,107,1,10,0,RandomConnections
2,133,1,10,0,RandomConnections
2,135,1,10,0,RandomConnections
2,161,1,10,0,RandomConnections
2,165,1,10,0,RandomConnections
2,170,1,10,0,RandomConnections
3,13,1,10,0,RandomConnections
3,22,1,10,0,RandomConnections
3,28,1,10,0,RandomConnections
3,36,1,10,0,RandomConnections
3,48,1,10,0,RandomConnections
3,70,1,10,0,RandomConnections
3,81,1,10,0,RandomConnections
3,91,1,10,0,RandomConnections
3,103,1,10,0,RandomConnections
3,113,1,10,0,RandomConnections
3,144,2,10,0,RandomConnections
3,152,1,10,0,RandomConnections
3,156,1,10,0,RandomConnections
3,158,1,10,0,RandomConnections
4,5,1,10,0,RandomConnections
4,15,1,10,0,RandomConnections
4,33,1,10,0,RandomConnections
4,51,1,10,0,RandomConnections
4,70,1,10,0,RandomConnections
4,71,1,10,0,RandomConnections
4,94,1,10,0,RandomConnections
4,95,1,10,0,RandomConnections
4,97,1,10,0,RandomConnections
4,100,1,10,0,RandomConnections
4,101,1,10,0,RandomConnections
4,105,1,10,0,RandomConnections
4,108,1,10,0,RandomConnections
4,114,1,10,0,RandomConnections
4,131,1,10,0,RandomConnections
4,134,1,10,0,RandomConnections
4,161,1,10,0,RandomConnections
5,12,1,10,0,RandomConnections
5,42,1,10,0,RandomConnections
5,55,1,10,0,RandomConnections
5,60,1,10,0,RandomConnections
5,65,1,10,0,RandomConnections
5,66,1,10,0,RandomConnections
5,80,1,10,0,RandomConnections
5,96,1,10,0,RandomConnections
5,101,1,10,0,RandomConnections
5,111,1,10,0,RandomConnections
5,113,1,10,0,RandomConnections
5,120,1,10,0,RandomConnections
5,135,1,10,0,RandomConnections
5,138,3,10,0,RandomConnections
5,141,1,10,0,RandomConnections
6,13,1,10,0,RandomConnections
6,25,1,10,0,RandomConnections
6,26,1,10,0,RandomConnections
6,30,1,10,0,RandomConnections
6,32,1,10,0,RandomConnections
6,40,1,10,0,RandomConnections
6,45,1,10,0,RandomConnections
6,48,1,10,0,RandomConnections
6,87,1,10,0,RandomConnections
6,94,1,10,0,RandomConnections
6,100,1,10,0,RandomConnections
6,120,1,10,0,RandomConnections
6,127,1,10,0,RandomConnections
6,135,1,10,0,RandomConnections
6,137,1,10,0,RandomConnections
6,139,1,10,0,RandomConnections
6,142,1,10,0,RandomConnections
6,154,1,10,0,RandomConnections
6,175,1,10,0,RandomConnections
7,1,1,10,0,RandomConnections
7,26,1,10,0,RandomConnections
7,40,1,10,0,RandomConnections
7,43,1,10,0,RandomConnections
7,59,1,10,0,RandomConnections
7,93,1,10,0,RandomConnections
7,95,1,10,0,RandomConnections
7,97,1,10,0,RandomConnections
7,101,1,10,0,RandomConnections
7,112,1,10,0,RandomConnections
7,137,1,10,0,RandomConnections
7,139,1,10,0,RandomConnections
7,140,1,10,0,RandomConnections
7,147,2,10,0,RandomConnections
7,154,1,10,0,RandomConnections
7,163,1,10,0,RandomConnections
7,171,1,10,0,RandomConnections
8,10,1,10,0,RandomConnections
8,28,1,10,0,RandomConnections
8,40,1,10,0,RandomConnections
8,49,1,10,0,RandomConnections
8,56,1,10,0,RandomConnections
8,57,1,10,0,RandomConnections
8,62,1,10,0,RandomConnections
8,72,1,10,0,RandomConnections
8,73,1,10,0,RandomConnections
8,89,1,10,0,RandomConnections
8,92,1,10,0,RandomConnections
8,103,1,10,0,RandomConnections
8,107,1,10,0,RandomConnections
8,130,1,10,0,RandomConnections
8,146,1,10,0,RandomConnections
8,150,1,10,0,RandomConnections
8,177,1,10,0,RandomConnections
8,179,1,10,0,RandomConnections
9,1,2,10,0,RandomConnections
9,5,1,10,0,RandomConnections
9,7,1,10,0,RandomConnections
9,13,1,10,0,RandomConnections
9,33,1,10,0,RandomConnections
9,34,1,10,0,RandomConnections
9,55,1,10,0,RandomConnections
9,57,1,10,0,RandomConnections
9,69,1,10,0,RandomConnections
9,89,1,10,0,RandomConnections
9,98,1,10,0,RandomConnections
9,111,1,10,0,RandomConnections
9,130,1,10,0,RandomConnections
9,133,1,10,0,RandomConnections
9,147,1,10,0,RandomConnections
9,176,1,10,0,RandomConnections
10,2,1,10,0,RandomConnections
10,31,1,10,0,RandomConnections
10,43,1,10,0,RandomConnections
10,62,1,10,0,RandomConnections
10,99,1,10,0,RandomConnections
10,114,1,10,0,RandomConnections
10,126,1,10,0,RandomConnections
10,161,1,10,0,RandomConnections
10,166,1,10,0,RandomConnections
10,173,1,10,0,RandomConnections
10,178,1,10,0,RandomConnections
10,182,1,10,0,RandomConnections
11,15,1,10,0,RandomConnections
11,59,2,10,0,RandomConnections
11,60,1,10,0,RandomConnections
11,74,1,10,0,RandomConnections
11,83,1,10,0,RandomConnections
11,88,1,10,0,RandomConnections
11,94,1,10,0,RandomConnections
11,116,1,10,0,RandomConnections
11,119,1,10,0,RandomConnections
11,130,1,10,0,RandomConnections
11,149,1,10,0,RandomConnections
11,171,1,10,0,RandomConnections
11,174,1,10,0,RandomConnections
11,176,1,10,0,RandomConnections
11,177,2,10,0,RandomConnections
11,182,2,10,0,RandomConnections
12,16,1,10,0,RandomConnections
12,18,1,10,0,RandomConnections
12,33,1,10,0,RandomConnections
12,38,2,10,0,RandomConnections
12,45,1,10,0,RandomConnections
12,77,1,10,0,RandomConnections
12,87,1,10,0,RandomConnections
12,94,1,10,0,RandomConnections
12,128,1,10,0,RandomConnections
12,148,2,10,0,RandomConnections
12,153,1,10,0,RandomConnections
12,159,1,10,0,RandomConnections
12,178,1,10,0,RandomConnections
12,185,1,10,0,RandomConnections
13,6,1,10,0,RandomConnections
13,15,1,10,0,RandomConnections
13,22,1,10,0,RandomConnections
13,27,2,10,0,RandomConnections
13,31,1,10,0,RandomConnections
13,39,1,10,0,RandomConnections
13,42,1,10,0,RandomConnections
13,49,1,10,0,RandomConnections
13,69,1,10,0,RandomConnections
13,73,1,10,0,RandomConnections
13,85,1,10,0,RandomConnections
13,88,1,10,0,RandomConnections
13,93,1,10,0,RandomConnections
13,94,1,10,0,RandomConnections
13,105,1,10,0,RandomConnections
14,47,1,10,0,RandomConnections
14,51,1,10,0,RandomConnections
14,55,1,10,0,RandomConnections
14,61,1,10,0,RandomConnections
14,62,1,10,0,RandomConnections
14,70,1,10,0,RandomConnections
14,77,1,10,0,RandomConnections
14,94,1,10,0,RandomConnections
14,96,1,10,0,RandomConnections
14,143,1,10,0,RandomConnections
14,159,1,10,0,RandomConnections
14,179,1,10,0,RandomConnections
15,18,2,10,0,RandomConnections
15,33,1,10,0,RandomConnections
15,40,1,10,0,RandomConnections
15,78,2,10,0,RandomConnections
15,83,1,10,0,RandomConnections
15,88,1,10,0,RandomConnections
15,130,1,10,0,RandomConnections
15,143,1,10,0,RandomConnections
15,145,1,10,0,RandomConnections
15,147,1,10,0,RandomConnections
15,168,1,10,0,RandomConnections
15,173,1,10,0,RandomConnections
15,184,1,10,0,RandomConnections
16,19,2,10,0,RandomConnections
16,34,1,10,0,RandomConnections
16,44,1,10,0,RandomConnections
16,70,1,10,0,RandomConnections
16,78,1,10,0,RandomConnections
16,85,1,10,0,RandomConnections
16,89,1,10,0,RandomConnections
16,99,1,10,0,RandomConnections
16,107,1,10,0,RandomConnections
16,109,1,10,0,RandomConnections
16,118,1,10,0,RandomConnections
16,122,1,10,0,RandomConnections
16,125,1,10,0,RandomConnections
16,136,1,10,0,RandomConnections
16,137,1,10,0,RandomConnections
16,149,1,10,0,RandomConnections
16,160,1,10,0,RandomConnections
16,177,1,10,0,RandomConnections
16,179,1,10,0,RandomConnections
17,2,1,10,0,RandomConnections
17,28,1,10,0,RandomConnections
17,30,1,10,0,RandomConnections
17,48,1,10,0,RandomConnections
17,51,1,10,0,RandomConnections
17,54,1,10,0,RandomConnections
17,72,1,10,0,RandomConnections
17,78,1,10,0,RandomConnections
17,79,1,10,0,RandomConnections
17,82,1,10,0,RandomConnections
17,92,1,10,0,RandomConnections
17,123,1,10,0,RandomConnections
17,143,2,10,0,RandomConnections
17,167,1,10,0,RandomConnections
18,3,1,10,0,RandomConnections
18,4,1,10,0,RandomConnections
18,10,1,10,0,RandomConnections
18,22,1,10,0,RandomConnections
18,45,1,10,0,RandomConnections
18,63,1,10,0,RandomConnections
18,67,1,10,0,RandomConnections
18,71,1,10,0,RandomConnections
18,78,1,10,0,RandomConnections
