"datasets/ontologies/model(BigModel(toOntology).csv 0).ttl",,,,,
18,143,1,10,0,RandomConnections
18,159,1,10,0,RandomConnections
18,161,1,10,0,RandomConnections
18,166,1,10,0,RandomConnections
18,179,1,10,0,RandomConnections
18,192,1,10,0,RandomConnections
19,12,1,10,0,RandomConnections
19,14,1,10,0,RandomConnections
19,52,1,10,0,RandomConnections
19,73,2,10,0,RandomConnections
19,76,1,10,0,RandomConnections
19,95,1,10,0,RandomConnections
19,103,1,10,0,RandomConnections
19,138,1,10,0,RandomConnections
19,141,1,10,0,RandomConnections
19,148,1,10,0,RandomConnections
20,6,1,10,0,RandomConnections
20,47,1,10,0,RandomConnections
20,63,1,10,0,RandomConnections
20,80,1,10,0,RandomConnections
20,102,1,10,0,RandomConnections
20,111,1,10,0,RandomConnections
20,143,1,10,0,RandomConnections
20,156,1,10,0,RandomConnections
20,187,1,10,0,RandomConnections
21,4,1,10,0,RandomConnections
21,19,2,10,0,RandomConnections
21,30,1,10,0,RandomConnections
21,54,1,10,0,RandomConnections
21,67,1,10,0,RandomConnections
21,111,1,10,0,RandomConnections
21,144,1,10,0,RandomConnections
21,173,1,10,0,RandomConnections
22,7,1,10,0,RandomConnections
22,50,1,10,0,RandomConnections
22,91,1,10,0,RandomConnections
23,68,1,10,0,RandomConnections
23,91,1,10,0,RandomConnections
23,148,1,10,0,RandomConnections
24,58,1,10,0,RandomConnections
24,168,1,10,0,RandomConnections
,,,,,
"datasets/ontologies/random_model (1).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,7,1,10,1,RandomConnections
0,17,1,10,1,RandomConnections
0,28,1,10,1,RandomConnections
0,32,1,10,1,RandomConnections
0,44,1,10,1,RandomConnections
0,49,1,10,1,RandomConnections
0,52,1,10,1,RandomConnections
0,67,1,10,1,RandomConnections
0,82,1,10,1,RandomConnections
0,97,1,10,1,RandomConnections
0,106,1,10,1,RandomConnections
0,107,1,10,1,RandomConnections
0,133,2,10,1,RandomConnections
0,159,1,10,1,RandomConnections
0,163,1,10,1,RandomConnections
1,7,1,10,1,RandomConnections
1,32,1,10,1,RandomConnections
1,40,1,10,1,RandomConnections
1,52,1,10,1,RandomConnections
1,72,1,10,1,RandomConnections
1,83,1,10,1,RandomConnections
1,93,1,10,1,RandomConnections
1,103,1,10,1,RandomConnections
1,104,1,10,1,RandomConnections
1,106,1,10,1,RandomConnections
1,109,1,10,1,RandomConnections
1,113,1,10,1,RandomConnections
1,116,1,10,1,RandomConnections
2,2,1,10,1,RandomConnections
2,24,1,10,1,RandomConnections
2,31,1,10,1,RandomConnections
2,37,3,10,1,RandomConnections
2,47,1,10,1,RandomConnections
2,59,1,10,1,RandomConnections
2,73,2,10,1,RandomConnections
2,79,1,10,1,RandomConnections
2,85,1,10,1,RandomConnections
2,87,1,10,1,RandomConnections
2,90,1,10,1,RandomConnections
2,103,1,10,1,RandomConnections
2,107,1,10,1,RandomConnections
2,110,1,10,1,RandomConnections
2,125,1,10,1,RandomConnections
2,154,1,10,1,RandomConnections
2,167,1,10,1,RandomConnections
3,3,1,10,1,RandomConnections
3,10,1,10,1,RandomConnections
3,42,1,10,1,RandomConnections
3,55,1,10,1,RandomConnections
3,57,1,10,1,RandomConnections
3,60,1,10,1,RandomConnections
3,61,1,10,1,RandomConnections
3,63,1,10,1,RandomConnections
3,70,1,10,1,RandomConnections
3,83,1,10,1,RandomConnections
3,98,1,10,1,RandomConnections
3,107,1,10,1,RandomConnections
3,124,1,10,1,RandomConnections
3,126,1,10,1,RandomConnections
3,130,1,10,1,RandomConnections
3,169,1,10,1,RandomConnections
4,16,1,10,1,RandomConnections
4,20,1,10,1,RandomConnections
4,30,1,10,1,RandomConnections
4,45,1,10,1,RandomConnections
4,54,1,10,1,RandomConnections
4,71,1,10,1,RandomConnections
4,72,1,10,1,RandomConnections
4,86,1,10,1,RandomConnections
4,87,1,10,1,RandomConnections
4,97,1,10,1,RandomConnections
4,106,1,10,1,RandomConnections
4,125,1,10,1,RandomConnections
4,128,1,10,1,RandomConnections
4,137,1,10,1,RandomConnections
4,152,1,10,1,RandomConnections
4,160,1,10,1,RandomConnections
4,165,1,10,1,RandomConnections
4,169,1,10,1,RandomConnections
5,16,1,10,1,RandomConnections
5,18,1,10,1,RandomConnections
5,32,1,10,1,RandomConnections
5,40,1,10,1,RandomConnections
5,43,1,10,1,RandomConnections
5,45,1,10,1,RandomConnections
5,77,1,10,1,RandomConnections
5,96,1,10,1,RandomConnections
5,100,1,10,1,RandomConnections
5,106,1,10,1,RandomConnections
5,117,1,10,1,RandomConnections
5,130,1,10,1,RandomConnections
5,141,1,10,1,RandomConnections
5,166,1,10,1,RandomConnections
5,174,1,10,1,RandomConnections
6,17,1,10,1,RandomConnections
6,46,1,10,1,RandomConnections
6,52,2,10,1,RandomConnections
6,69,1,10,1,RandomConnections
6,73,1,10,1,RandomConnections
6,75,1,10,1,RandomConnections
6,91,1,10,1,RandomConnections
6,127,1,10,1,RandomConnections
6,153,1,10,1,RandomConnections
6,162,1,10,1,RandomConnections
7,9,1,10,1,RandomConnections
7,20,1,10,1,RandomConnections
7,29,1,10,1,RandomConnections
7,36,1,10,1,RandomConnections
7,59,1,10,1,RandomConnections
7,68,1,10,1,RandomConnections
7,69,1,10,1,RandomConnections
7,81,1,10,1,RandomConnections
7,83,1,10,1,RandomConnections
7,99,1,10,1,RandomConnections
7,124,1,10,1,RandomConnections
7,130,1,10,1,RandomConnections
7,132,1,10,1,RandomConnections
7,143,1,10,1,RandomConnections
7,154,1,10,1,RandomConnections
7,161,2,10,1,RandomConnections
8,6,1,10,1,RandomConnections
8,24,1,10,1,RandomConnections
8,32,1,10,1,RandomConnections
8,55,1,10,1,RandomConnections
8,66,1,10,1,RandomConnections
8,73,1,10,1,RandomConnections
8,78,1,10,1,RandomConnections
8,106,1,10,1,RandomConnections
8,109,2,10,1,RandomConnections
8,132,1,10,1,RandomConnections
8,143,1,10,1,RandomConnections
8,155,2,10,1,RandomConnections
8,156,1,10,1,RandomConnections
8,160,1,10,1,RandomConnections
8,165,1,10,1,RandomConnections
8,166,1,10,1,RandomConnections
8,181,1,10,1,RandomConnections
9,0,1,10,1,RandomConnections
9,4,1,10,1,RandomConnections
9,21,1,10,1,RandomConnections
9,30,1,10,1,RandomConnections
9,54,1,10,1,RandomConnections
9,83,1,10,1,RandomConnections
9,96,1,10,1,RandomConnections
9,117,1,10,1,RandomConnections
9,120,1,10,1,RandomConnections
9,123,1,10,1,RandomConnections
9,124,1,10,1,RandomConnections
9,137,1,10,1,RandomConnections
9,138,1,10,1,RandomConnections
9,182,1,10,1,RandomConnections
9,183,1,10,1,RandomConnections
10,3,1,10,1,RandomConnections
10,7,1,10,1,RandomConnections
10,45,2,10,1,RandomConnections
10,46,1,10,1,RandomConnections
10,63,1,10,1,RandomConnections
10,70,1,10,1,RandomConnections
10,73,1,10,1,RandomConnections
10,95,1,10,1,RandomConnections
10,98,2,10,1,RandomConnections
10,110,1,10,1,RandomConnections
10,123,1,10,1,RandomConnections
10,139,1,10,1,RandomConnections
10,141,1,10,1,RandomConnections
10,144,1,10,1,RandomConnections
10,181,1,10,1,RandomConnections
11,21,1,10,1,RandomConnections
11,25,1,10,1,RandomConnections
11,45,2,10,1,RandomConnections
11,65,1,10,1,RandomConnections
11,77,1,10,1,RandomConnections
11,84,1,10,1,RandomConnections
11,101,1,10,1,RandomConnections
11,108,1,10,1,RandomConnections
11,109,1,10,1,RandomConnections
11,118,1,10,1,RandomConnections
11,127,1,10,1,RandomConnections
11,146,1,10,1,RandomConnections
12,5,1,10,1,RandomConnections
12,18,1,10,1,RandomConnections
12,26,1,10,1,RandomConnections
12,28,1,10,1,RandomConnections
12,30,1,10,1,RandomConnections
12,87,1,10,1,RandomConnections
12,89,1,10,1,RandomConnections
12,92,1,10,1,RandomConnections
12,95,1,10,1,RandomConnections
12,96,1,10,1,RandomConnections
12,112,1,10,1,RandomConnections
12,116,1,10,1,RandomConnections
12,132,1,10,1,RandomConnections
12,143,1,10,1,RandomConnections
12,157,1,10,1,RandomConnections
12,158,1,10,1,RandomConnections
12,164,1,10,1,RandomConnections
13,0,1,10,1,RandomConnections
13,2,1,10,1,RandomConnections
13,8,1,10,1,RandomConnections
13,49,1,10,1,RandomConnections
13,60,1,10,1,RandomConnections
13,70,1,10,1,RandomConnections
13,74,1,10,1,RandomConnections
13,101,1,10,1,RandomConnections
13,107,1,10,1,RandomConnections
13,116,1,10,1,RandomConnections
13,118,1,10,1,RandomConnections
13,123,1,10,1,RandomConnections
13,138,1,10,1,RandomConnections
13,183,1,10,1,RandomConnections
13,184,1,10,1,RandomConnections
14,3,1,10,1,RandomConnections
14,8,1,10,1,RandomConnections
14,27,1,10,1,RandomConnections
14,59,1,10,1,RandomConnections
14,77,1,10,1,RandomConnections
14,88,1,10,1,RandomConnections
14,95,1,10,1,RandomConnections
14,96,1,10,1,RandomConnections
14,105,1,10,1,RandomConnections
14,106,1,10,1,RandomConnections
14,117,1,10,1,RandomConnections
14,128,1,10,1,RandomConnections
14,152,2,10,1,RandomConnections
14,174,2,10,1,RandomConnections
14,175,1,10,1,RandomConnections
14,184,1,10,1,RandomConnections
15,0,1,10,1,RandomConnections
15,15,1,10,1,RandomConnections
15,33,1,10,1,RandomConnections
15,43,1,10,1,RandomConnections
15,52,1,10,1,RandomConnections
15,56,1,10,1,RandomConnections
15,68,1,10,1,RandomConnections
15,81,1,10,1,RandomConnections
15,83,1,10,1,RandomConnections
15,99,1,10,1,RandomConnections
15,138,1,10,1,RandomConnections
15,160,1,10,1,RandomConnections
15,165,1,10,1,RandomConnections
15,166,1,10,1,RandomConnections
15,169,1,10,1,RandomConnections
15,174,1,10,1,RandomConnections
16,3,1,10,1,RandomConnections
16,5,1,10,1,RandomConnections
16,8,1,10,1,RandomConnections
16,21,1,10,1,RandomConnections
16,23,1,10,1,RandomConnections
16,26,1,10,1,RandomConnections
16,34,1,10,1,RandomConnections
16,38,1,10,1,RandomConnections
16,42,1,10,1,RandomConnections
16,62,1,10,1,RandomConnections
16,106,1,10,1,RandomConnections
16,128,1,10,1,RandomConnections
16,138,1,10,1,RandomConnections
16,158,1,10,1,RandomConnections
16,163,1,10,1,RandomConnections
16,164,1,10,1,RandomConnections
16,165,1,10,1,RandomConnections
16,185,1,10,1,RandomConnections
17,0,1,10,1,RandomConnections
17,24,1,10,1,RandomConnections
17,38,1,10,1,RandomConnections
17,48,1,10,1,RandomConnections
17,51,1,10,1,RandomConnections
17,54,1,10,1,RandomConnections
17,59,1,10,1,RandomConnections
17,70,1,10,1,RandomConnections
17,86,1,10,1,RandomConnections
17,111,1,10,1,RandomConnections
17,129,1,10,1,RandomConnections
17,138,1,10,1,RandomConnections
17,146,1,10,1,RandomConnections
17,150,1,10,1,RandomConnections
17,162,1,10,1,RandomConnections
18,4,1,10,1,RandomConnections
18,26,1,10,1,RandomConnections
18,46,1,10,1,RandomConnections
18,70,1,10,1,RandomConnections
18,108,1,10,1,RandomConnections
18,125,1,10,1,RandomConnections
18,127,1,10,1,RandomConnections
18,130,1,10,1,RandomConnections
18,144,1,10,1,RandomConnections
18,152,1,10,1,RandomConnections
18,156,1,10,1,RandomConnections
18,157,1,10,1,RandomConnections
19,18,1,10,1,RandomConnections
19,29,1,10,1,RandomConnections
19,33,1,10,1,RandomConnections
19,63,1,10,1,RandomConnections
19,68,1,10,1,RandomConnections
19,71,1,10,1,RandomConnections
19,72,1,10,1,RandomConnections
19,87,1,10,1,RandomConnections
19,90,1,10,1,RandomConnections
19,121,1,10,1,RandomConnections
19,150,1,10,1,RandomConnections
19,157,1,10,1,RandomConnections
20,13,1,10,1,RandomConnections
20,53,1,10,1,RandomConnections
20,69,1,10,1,RandomConnections
20,73,1,10,1,RandomConnections
20,75,1,10,1,RandomConnections
20,87,1,10,1,RandomConnections
20,112,1,10,1,RandomConnections
21,7,1,10,1,RandomConnections
21,14,1,10,1,RandomConnections
21,52,1,10,1,RandomConnections
21,53,1,10,1,RandomConnections
21,62,1,10,1,RandomConnections
21,121,1,10,1,RandomConnections
21,159,1,10,1,RandomConnections
22,161,1,10,1,RandomConnections
22,173,1,10,1,RandomConnections
23,42,1,10,1,RandomConnections
23,90,1,10,1,RandomConnections
23,157,1,10,1,RandomConnections
23,163,1,10,1,RandomConnections
23,193,1,10,1,RandomConnections
25,102,1,10,1,RandomConnections
,,,,,
"datasets/ontologies/random_model (2).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,1,1,10,2,RandomConnections
0,4,1,10,2,RandomConnections
0,36,1,10,2,RandomConnections
0,51,1,10,2,RandomConnections
0,64,1,10,2,RandomConnections
0,65,1,10,2,RandomConnections
0,90,1,10,2,RandomConnections
0,91,1,10,2,RandomConnections
0,94,1,10,2,RandomConnections
0,102,1,10,2,RandomConnections
0,114,1,10,2,RandomConnections
0,119,1,10,2,RandomConnections
0,128,1,10,2,RandomConnections
0,130,1,10,2,RandomConnections
0,136,1,10,2,RandomConnections
0,144,1,10,2,RandomConnections
0,147,1,10,2,RandomConnections
0,159,1,10,2,RandomConnections
0,162,1,10,2,RandomConnections
1,1,1,10,2,RandomConnections
1,4,1,10,2,RandomConnections
1,15,1,10,2,RandomConnections
1,23,1,10,2,RandomConnections
1,31,1,10,2,RandomConnections
1,40,1,10,2,RandomConnections
1,55,1,10,2,RandomConnections
1,65,1,10,2,RandomConnections
1,69,1,10,2,RandomConnections
1,78,1,10,2,RandomConnections
1,83,1,10,2,RandomConnections
1,85,1,10,2,RandomConnections
1,87,1,10,2,RandomConnections
1,91,1,10,2,RandomConnections
1,92,1,10,2,RandomConnections
1,118,1,10,2,RandomConnections
1,157,1,10,2,RandomConnections
1,166,1,10,2,RandomConnections
2,1,1,10,2,RandomConnections
2,21,1,10,2,RandomConnections
2,26,1,10,2,RandomConnections
2,40,1,10,2,RandomConnections
2,45,1,10,2,RandomConnections
2,54,1,10,2,RandomConnections
2,63,1,10,2,RandomConnections
2,76,1,10,2,RandomConnections
2,84,1,10,2,RandomConnections
2,101,1,10,2,RandomConnections
2,104,1,10,2,RandomConnections
2,107,1,10,2,RandomConnections
2,114,1,10,2,RandomConnections
2,134,1,10,2,RandomConnections
2,138,1,10,2,RandomConnections
2,139,1,10,2,RandomConnections
3,14,1,10,2,RandomConnections
3,20,1,10,2,RandomConnections
3,34,1,10,2,RandomConnections
3,39,1,10,2,RandomConnections
3,64,1,10,2,RandomConnections
3,91,1,10,2,RandomConnections
3,92,1,10,2,RandomConnections
3,123,1,10,2,RandomConnections
3,135,1,10,2,RandomConnections
3,164,1,10,2,RandomConnections
3,166,1,10,2,RandomConnections
3,168,1,10,2,RandomConnections
3,174,1,10,2,RandomConnections
3,177,1,10,2,RandomConnections
4,16,1,10,2,RandomConnections
4,38,1,10,2,RandomConnections
4,39,1,10,2,RandomConnections
4,54,1,10,2,RandomConnections
4,59,1,10,2,RandomConnections
4,61,1,10,2,RandomConnections
4,71,1,10,2,RandomConnections
4,88,1,10,2,RandomConnections
4,112,1,10,2,RandomConnections
4,113,1,10,2,RandomConnections
4,115,2,10,2,RandomConnections
4,120,1,10,2,RandomConnections
4,129,1,10,2,RandomConnections
4,135,1,10,2,RandomConnections
4,137,1,10,2,RandomConnections
4,151,1,10,2,RandomConnections
5,28,1,10,2,RandomConnections
5,32,1,10,2,RandomConnections
5,59,1,10,2,RandomConnections
5,69,1,10,2,RandomConnections
5,74,1,10,2,RandomConnections
5,97,1,10,2,RandomConnections
5,104,1,10,2,RandomConnections
5,109,1,10,2,RandomConnections
5,115,1,10,2,RandomConnections
5,120,1,10,2,RandomConnections
5,135,1,10,2,RandomConnections
5,162,2,10,2,RandomConnections
6,16,1,10,2,RandomConnections
6,27,1,10,2,RandomConnections
6,41,1,10,2,RandomConnections
6,47,1,10,2,RandomConnections
6,48,1,10,2,RandomConnections
6,57,1,10,2,RandomConnections
6,79,1,10,2,RandomConnections
6,84,1,10,2,RandomConnections
6,85,1,10,2,RandomConnections
6,94,1,10,2,RandomConnections
6,103,1,10,2,RandomConnections
6,113,1,10,2,RandomConnections
6,120,1,10,2,RandomConnections
6,139,1,10,2,RandomConnections
6,160,1,10,2,RandomConnections
6,162,1,10,2,RandomConnections
6,164,1,10,2,RandomConnections
6,166,1,10,2,RandomConnections
6,177,1,10,2,RandomConnections
7,7,1,10,2,RandomConnections
7,16,2,10,2,RandomConnections
7,18,1,10,2,RandomConnections
7,22,1,10,2,RandomConnections
7,24,1,10,2,RandomConnections
7,41,1,10,2,RandomConnections
7,47,1,10,2,RandomConnections
7,69,1,10,2,RandomConnections
7,82,1,10,2,RandomConnections
7,87,1,10,2,RandomConnections
7,123,1,10,2,RandomConnections
7,139,1,10,2,RandomConnections
7,141,1,10,2,RandomConnections
7,142,1,10,2,RandomConnections
7,145,1,10,2,RandomConnections
7,159,1,10,2,RandomConnections
7,168,1,10,2,RandomConnections
7,171,1,10,2,RandomConnections
8,10,1,10,2,RandomConnections
8,24,1,10,2,RandomConnections
8,29,1,10,2,RandomConnections
8,41,1,10,2,RandomConnections
8,43,1,10,2,RandomConnections
8,47,1,10,2,RandomConnections
8,54,1,10,2,RandomConnections
8,59,1,10,2,RandomConnections
8,64,1,10,2,RandomConnections
8,82,1,10,2,RandomConnections
8,101,1,10,2,RandomConnections
8,102,1,10,2,RandomConnections
8,144,1,10,2,RandomConnections
8,149,1,10,2,RandomConnections
8,162,1,10,2,RandomConnections
8,178,1,10,2,RandomConnections
9,5,1,10,2,RandomConnections
9,32,1,10,2,RandomConnections
9,41,1,10,2,RandomConnections
9,50,1,10,2,RandomConnections
9,57,1,10,2,RandomConnections
9,79,1,10,2,RandomConnections
9,120,1,10,2,RandomConnections
9,121,1,10,2,RandomConnections
9,128,1,10,2,RandomConnections
9,153,1,10,2,RandomConnections
9,161,1,10,2,RandomConnections
9,162,1,10,2,RandomConnections
9,182,1,10,2,RandomConnections
10,5,1,10,2,RandomConnections
10,41,1,10,2,RandomConnections
10,57,1,10,2,RandomConnections
10,59,1,10,2,RandomConnections
10,71,1,10,2,RandomConnections
10,74,1,10,2,RandomConnections
10,99,1,10,2,RandomConnections
10,107,1,10,2,RandomConnections
10,111,1,10,2,RandomConnections
10,122,1,10,2,RandomConnections
10,123,1,10,2,RandomConnections
10,133,1,10,2,RandomConnections
10,136,1,10,2,RandomConnections
10,153,1,10,2,RandomConnections
10,169,1,10,2,RandomConnections
10,183,1,10,2,RandomConnections
11,22,1,10,2,RandomConnections
11,37,1,10,2,RandomConnections
11,41,1,10,2,RandomConnections
11,52,1,10,2,RandomConnections
11,71,1,10,2,RandomConnections
11,73,2,10,2,RandomConnections
11,83,1,10,2,RandomConnections
11,85,1,10,2,RandomConnections
11,104,1,10,2,RandomConnections
11,111,1,10,2,RandomConnections
11,114,2,10,2,RandomConnections
11,130,1,10,2,RandomConnections
11,152,1,10,2,RandomConnections
11,165,1,10,2,RandomConnections
11,168,1,10,2,RandomConnections
11,184,1,10,2,RandomConnections
12,0,1,10,2,RandomConnections
12,8,1,10,2,RandomConnections
12,10,1,10,2,RandomConnections
12,16,1,10,2,RandomConnections
12,29,1,10,2,RandomConnections
12,32,1,10,2,RandomConnections
12,36,1,10,2,RandomConnections
12,49,1,10,2,RandomConnections
12,112,1,10,2,RandomConnections
12,121,1,10,2,RandomConnections
12,135,2,10,2,RandomConnections
12,144,1,10,2,RandomConnections
12,150,1,10,2,RandomConnections
12,163,1,10,2,RandomConnections
12,169,1,10,2,RandomConnections
13,9,1,10,2,RandomConnections
13,10,1,10,2,RandomConnections
13,27,1,10,2,RandomConnections
13,54,1,10,2,RandomConnections
13,58,1,10,2,RandomConnections
13,81,1,10,2,RandomConnections
13,88,1,10,2,RandomConnections
13,90,1,10,2,RandomConnections
13,118,1,10,2,RandomConnections
13,133,1,10,2,RandomConnections
13,138,1,10,2,RandomConnections
13,150,1,10,2,RandomConnections
13,152,1,10,2,RandomConnections
13,174,1,10,2,RandomConnections
13,184,1,10,2,RandomConnections
14,28,1,10,2,RandomConnections
14,31,1,10,2,RandomConnections
14,36,1,10,2,RandomConnections
14,42,1,10,2,RandomConnections
14,63,1,10,2,RandomConnections
14,84,1,10,2,RandomConnections
14,103,1,10,2,RandomConnections
14,108,1,10,2,RandomConnections
14,113,1,10,2,RandomConnections
14,120,1,10,2,RandomConnections
14,135,1,10,2,RandomConnections
14,136,1,10,2,RandomConnections
14,156,1,10,2,RandomConnections
14,169,1,10,2,RandomConnections
14,173,1,10,2,RandomConnections
15,8,1,10,2,RandomConnections
15,14,1,10,2,RandomConnections
15,30,1,10,2,RandomConnections
15,51,1,10,2,RandomConnections
15,57,1,10,2,RandomConnections
15,59,1,10,2,RandomConnections
15,69,1,10,2,RandomConnections
15,73,1,10,2,RandomConnections
15,124,1,10,2,RandomConnections
15,128,1,10,2,RandomConnections
15,136,1,10,2,RandomConnections
15,141,1,10,2,RandomConnections
15,149,1,10,2,RandomConnections
15,178,1,10,2,RandomConnections
15,186,3,10,2,RandomConnections
16,11,1,10,2,RandomConnections
16,21,1,10,2,RandomConnections
16,45,1,10,2,RandomConnections
16,46,1,10,2,RandomConnections
16,59,1,10,2,RandomConnections
16,67,1,10,2,RandomConnections
16,82,2,10,2,RandomConnections
16,88,1,10,2,RandomConnections
16,92,1,10,2,RandomConnections
16,109,1,10,2,RandomConnections
16,111,1,10,2,RandomConnections
16,132,1,10,2,RandomConnections
16,144,1,10,2,RandomConnections
16,149,1,10,2,RandomConnections
16,157,1,10,2,RandomConnections
17,0,1,10,2,RandomConnections
17,3,1,10,2,RandomConnections
17,8,1,10,2,RandomConnections
17,19,1,10,2,RandomConnections
17,27,1,10,2,RandomConnections
17,40,1,10,2,RandomConnections
17,56,1,10,2,RandomConnections
17,82,1,10,2,RandomConnections
17,93,1,10,2,RandomConnections
17,94,1,10,2,RandomConnections
17,103,1,10,2,RandomConnections
17,130,2,10,2,RandomConnections
17,137,1,10,2,RandomConnections
17,152,1,10,2,RandomConnections
17,164,1,10,2,RandomConnections
17,185,1,10,2,RandomConnections
17,191,1,10,2,RandomConnections
18,6,2,10,2,RandomConnections
18,11,1,10,2,RandomConnections
18,14,1,10,2,RandomConnections
18,28,1,10,2,RandomConnections
18,45,1,10,2,RandomConnections
18,53,1,10,2,RandomConnections
18,54,1,10,2,RandomConnections
18,78,1,10,2,RandomConnections
18,112,1,10,2,RandomConnections
18,113,1,10,2,RandomConnections
18,135,1,10,2,RandomConnections
18,136,1,10,2,RandomConnections
18,157,1,10,2,RandomConnections
18,185,1,10,2,RandomConnections
18,188,1,10,2,RandomConnections
19,4,1,10,2,RandomConnections
19,30,1,10,2,RandomConnections
19,46,1,10,2,RandomConnections
19,67,1,10,2,RandomConnections
19,75,1,10,2,RandomConnections
19,84,1,10,2,RandomConnections
19,89,1,10,2,RandomConnections
19,136,1,10,2,RandomConnections
19,139,1,10,2,RandomConnections
19,162,1,10,2,RandomConnections
19,187,1,10,2,RandomConnections
19,188,1,10,2,RandomConnections
20,13,1,10,2,RandomConnections
20,23,1,10,2,RandomConnections
20,51,1,10,2,RandomConnections
20,54,1,10,2,RandomConnections
20,60,1,10,2,RandomConnections
20,61,1,10,2,RandomConnections
20,85,1,10,2,RandomConnections
20,87,1,10,2,RandomConnections
20,90,1,10,2,RandomConnections
20,106,1,10,2,RandomConnections
20,156,2,10,2,RandomConnections
20,168,1,10,2,RandomConnections
20,170,1,10,2,RandomConnections
21,19,1,10,2,RandomConnections
21,29,1,10,2,RandomConnections
21,30,1,10,2,RandomConnections
21,133,1,10,2,RandomConnections
21,150,1,10,2,RandomConnections
21,156,2,10,2,RandomConnections
21,165,1,10,2,RandomConnections
21,188,1,10,2,RandomConnections
22,0,1,10,2,RandomConnections
22,24,1,10,2,RandomConnections
22,121,1,10,2,RandomConnections
22,130,1,10,2,RandomConnections
22,141,1,10,2,RandomConnections
23,8,1,10,2,RandomConnections
24,40,1,10,2,RandomConnections
24,61,1,10,2,RandomConnections
24,73,1,10,2,RandomConnections
24,121,1,10,2,RandomConnections
24,159,1,10,2,RandomConnections
25,136,1,10,2,RandomConnections
26,178,1,10,2,RandomConnections
,,,,,
