,Version,Notes,LossFunction,Optimizer,LearningRate,NumberOfEpochs,ModelStructure,Dropout,HiddenDim,HiddenDimSize,DatasetName,BatchSize,TrainTest,MaxSamples,Dataparallel,NumberOfWorkers,Device,AlphaForADMM,RhoForADMM,LayerPruneTargets,WeightPrunePercent,PruningSelection,BERTTheseusStartingLearningRate,BERTTheseusLearningRateModifier,AlphaForTOFD,BetaForTOFD,tForTOFD,LayerIteration,SaveLocation,FromSaveLocation,NumClasses,NumFeatures,ProcessID,StartTime,cpuModel,TimeForPrune,Memory,CudaMemory,LengthOfTrainingData,LengthOfValidationData,total_loss,f1_score_weight,f1_score_macro,mean_loss,val_total_loss,val_f1_score_weight,val_f1_score_macro,val_mean_loss,epoch,Epoch waypoint 0 mean_loss,-Waypoint_0-,Epoch waypoint 1 mean_loss,-Waypoint_1-,Epoch waypoint 2 mean_loss,-Waypoint_2-,Epoch waypoint 3 mean_loss,-Waypoint_3-,Epoch waypoint 4 mean_loss,-Waypoint_4-,TimeForRun,macs,parameters,NumberOfZeros,ModelWeightStructure,ModelWeightStructurePruneZero,GarbageCollectionSizeTotal,AssociatedOriginalRow,LassoForDAIS
10,v0.89 - 89,0,CrossEntropy,Adam,0.000904255,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cuda,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0]",DAIS_training|DAIS,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20]",ModelStateDict1726539033.703691.pt,,20,1516,707897,2024-09-16 22:29:38.381232,x86_64,1132.8027267456057,77.62739200000033,88229888.0,800.0,200.0,1.4649449586868286,0.327893834123085,0.1265275799361092,0.0018311811983585,1.3883322477340698,0.3678831545508954,0.1428315659704638,0.0069416612386703,99.0,0.0018311811983585,,0.0018311811983585,,0.0018311811983585,,0.0018311811983585,,0.0018311811983585,,10.958546876907349,22015875.0,22040395.0,11375.0,"1516/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/20","1516/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/873, 875/875, 875/870, 875/874, 875/870, 875/20",375392.0,8.0,False
11,v0.89 - 89,0,CrossEntropy,Adam,0.000904255,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cuda,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0]",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20]",ModelStateDict1726539033.703691.pt,,20,1516,707897,2024-09-16 22:31:58.936879,x86_64,129.36627173423767,-36.75750400000106,88747008.0,800.0,200.0,2.9670519828796387,0.1148031496062992,0.04251968503937,0.0037088149785995,2.963980436325073,0.1509125475285171,0.053231939163498,0.0148199021816253,99.0,0.0037088149785995,,0.0037088149785995,,0.0037088149785995,,0.0037088149785995,,0.0037088149785995,,11.292710781097412,22015875.0,22040395.0,0.0,"1516/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/20","1516/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/20",375500.0,8.0,False
12,v0.89 - 89,0,CrossEntropy,Adam,0.000904255,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cuda,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0]",iteritive_full_theseus_training|iteritive_full_theseus,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20]",ModelStateDict1726539033.703691.pt,,20,1516,707897,2024-09-16 22:36:07.112028,x86_64,236.66825079917908,32.69836800000121,87845376.0,800.0,200.0,2.979398727416992,0.0705310880829015,0.0341968911917098,0.0037242484092712,2.977628469467163,0.060672268907563,0.0354808590102707,0.0148881423473358,99.0,0.0037242484092712,,0.0037242484092712,,0.0037242484092712,,0.0037242484092712,,0.0037242484092712,,10.640336990356444,21627315.0,21651611.0,2.0,"1516/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/20","1516/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/20",374828.0,8.0,False
13,v0.89 - 89,0,CrossEntropy,Adam,0.000904255,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cuda,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0]",thinet,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20]",ModelStateDict1726539033.703691.pt,,20,1516,707897,2024-09-17 00:36:54.943610,x86_64,7236.980150699615,28.577792000000045,1158656.0,800.0,200.0,15146.33203125,0.0,0.0,18.9329150390625,15382.2197265625,0.0,0.0,76.9110986328125,99.0,18.9329150390625,,18.9329150390625,,18.9329150390625,,18.9329150390625,,18.9329150390625,,10.91878628730774,21578988.0,21603256.0,784383.0,"1516/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/20","1516/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/866, 866/20",374744.0,8.0,False
14,v0.89 - 89,0,CrossEntropy,Adam,0.000904255,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cuda,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20]",ModelStateDict1726539033.703691.pt,,20,1516,707897,2024-09-17 00:37:17.458742,x86_64,11.368882179260254,77.83219199999985,198936576.0,800.0,200.0,2.397524356842041,0.1148031496062992,0.04251968503937,0.0029969054460525,2.3894619941711426,0.1509125475285171,0.053231939163498,0.0119473099708557,99.0,0.0029969054460525,,0.0029969054460525,,0.0029969054460525,,0.0029969054460525,,0.0029969054460525,,10.208626985549929,22015875.0,22040395.0,21251938.0,"1516/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/20","1516/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/30, 875/20",382072.0,8.0,False
15,v0.89 - 89,0,CrossEntropy,Adam,0.000904255,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cuda,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0]",TOFD_INCOMPLETE,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20]",ModelStateDict1726539033.703691.pt,,20,1516,707897,2024-09-17 00:37:51.682370,x86_64,23.792250871658325,285.6099840000006,245537792.0,800.0,200.0,,0.1148031496062992,0.04251968503937,,,0.1509125475285171,0.053231939163498,,99.0,,,,,,,,,,,10.941248655319214,43254630.0,21651611.0,0.0,"1516/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/20","1516/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/867, 867/20",556893.0,8.0,False
16,v0.89 - 89,0,CrossEntropy,Adam,0.000904255,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cuda,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]","[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 1.0]",RandomStructured,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20]",ModelStateDict1726539033.703691.pt,,20,1516,707897,2024-09-17 00:38:03.064098,x86_64,0.0194480419158935,0.0,88172544.0,800.0,200.0,1624.775146484375,0.0834099264705882,0.0367647058823529,2.030968933105469,1601.2481689453125,0.0744329896907216,0.0391752577319587,8.006240844726562,99.0,2.030968933105469,,2.030968933105469,,2.030968933105469,,2.030968933105469,,2.030968933105469,,11.078032493591309,22015875.0,22040395.0,7495002.0,"1516/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/20","1516/30, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/612, 875/20",385358.0,8.0,False
17,v0.89 - 89,0,CrossEntropy,Adam,0.000904255,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cuda,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]","[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 1.0]",DAIS_training|DAIS,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20]",ModelStateDict1726539033.703691.pt,,20,1516,707897,2024-09-17 00:56:02.235515,x86_64,1067.8856456279757,17.768447999998898,88960000.0,800.0,200.0,67.67074584960938,0.2215013404825737,0.0745795759200585,0.0845884323120117,63.391483306884766,0.2667567567567567,0.0846846846846846,0.3169574165344238,99.0,0.0845884323120117,,0.0845884323120117,,0.0845884323120117,,0.0845884323120117,,0.0845884323120117,,10.62105107307434,22015875.0,22040395.0,1600127.0,"1516/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/20","1516/30, 875/862, 875/861, 875/860, 875/866, 875/859, 875/867, 875/871, 875/863, 875/868, 875/864, 875/863, 875/865, 875/866, 875/860, 875/860, 875/854, 875/857, 875/865, 875/863, 875/849, 875/858, 875/859, 875/862, 875/868, 875/857, 875/853, 875/861, 875/20",385358.0,8.0,False
18,v0.89 - 89,0,CrossEntropy,Adam,0.000904255,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cuda,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]","[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 1.0]",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20]",ModelStateDict1726539033.703691.pt,,20,1516,707897,2024-09-17 00:58:22.296411,x86_64,129.23271131515503,3.0556159999996453,88186880.0,800.0,200.0,2.9655089378356934,0.1148031496062992,0.04251968503937,0.0037068861722946,2.963451623916626,0.1509125475285171,0.053231939163498,0.0148172581195831,99.0,0.0037068861722946,,0.0037068861722946,,0.0037068861722946,,0.0037068861722946,,0.0037068861722946,,11.136313199996948,22015875.0,22040395.0,1281628.0,"1516/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/20","1516/30, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/875, 875/20",385466.0,8.0,False
19,v0.89 - 89,0,CrossEntropy,Adam,0.000904255,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cuda,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]","[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 1.0]",iteritive_full_theseus_training|iteritive_full_theseus,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20]",ModelStateDict1726539033.703691.pt,,20,1516,707897,2024-09-17 02:44:27.982979,x86_64,6354.33896279335,-621.4778879999994,36807680.0,800.0,200.0,2.972470283508301,0.0705310880829015,0.0341968911917098,0.0037155878543853,2.9709513187408447,0.060672268907563,0.0354808590102707,0.0148547565937042,99.0,0.0037155878543853,,0.0037155878543853,,0.0037155878543853,,0.0037155878543853,,0.0037155878543853,,10.894767761230469,11087331.0,11104515.0,124.0,"1516/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/20","1516/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/613, 613/20",353600.0,8.0,False
20,v0.89 - 89,0,CrossEntropy,Adam,0.000904255,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cuda,0.001,0.001,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]","[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 1.0]",thinet,0.5,0.5,0.05,0.03,3.0,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20]",ModelStateDict1726539033.703691.pt,,20,1516,707897,2024-09-17 04:20:35.705352,x86_64,5756.610962152481,-159.44499200000064,-651776.0,800.0,200.0,29.048852920532227,0.0,0.0,0.0363110661506652,29.482885360717773,0.0,0.0,0.1474144268035888,99.0,0.0363110661506652,,0.0363110661506652,,0.0363110661506652,,0.0363110661506652,,0.0363110661506652,,10.940096139907835,11052720.0,11069876.0,425579.0,"1516/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/20","1516/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/612, 612/20",353516.0,8.0,False
